transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,year,month,day,day_of_week,quarter,is_weekend,hour,time_period,season,price_tier,total_amount,avg_order_value,total_quantity_sold,store_total_sales,store_avg_sale,store_transaction_count,transaction_size_category,sales_performance,CustomerCluster,PredictedSales,SalesError,SalesPerformance
11385,2023-01-20,1900-01-01 17:39:46,3,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,1,20,4,1,0,17,Afternoon,Winter,Standard,9.0,9.0,3997,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11424,2023-01-20,1900-01-01 19:10:53,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,20,4,1,0,19,Evening,Winter,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
11452,2023-01-20,1900-01-01 20:34:59,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,20,4,1,0,20,Evening,Winter,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
11459,2023-01-21,1900-01-01 07:04:04,3,5,Lower Manhattan,24,3.0,Coffee,Drip coffee,Our Old Time Diner Blend Lg,2023,1,21,5,1,1,7,Morning,Winter,Standard,9.0,9.0,3997,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11463,2023-01-21,1900-01-01 07:08:18,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,21,5,1,1,7,Morning,Winter,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
11475,2023-01-21,1900-01-01 07:21:46,3,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,1,21,5,1,1,7,Morning,Winter,Standard,12.0,12.0,4346,207261.64,4.476009934132383,46305,Small Order,Medium,1,12.0,0.0,Slightly Under
11479,2023-01-21,1900-01-01 07:36:00,3,5,Lower Manhattan,32,3.0,Coffee,Gourmet brewed coffee,Ethiopia Rg,2023,1,21,5,1,1,7,Morning,Winter,Standard,9.0,9.0,4393,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11489,2023-01-21,1900-01-01 07:44:52,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,2023,1,21,5,1,1,7,Morning,Winter,Standard,11.25,11.25,4602,207261.64,4.476009934132383,46305,Small Order,Medium,1,11.25,0.0,Slightly Under
11513,2023-01-21,1900-01-01 08:12:04,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,8,Morning,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
11527,2023-01-21,1900-01-01 08:17:09,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,21,5,1,1,8,Morning,Winter,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
11532,2023-01-21,1900-01-01 08:18:03,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,8,Morning,Winter,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
11534,2023-01-21,1900-01-01 08:18:42,3,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,1,21,5,1,1,8,Morning,Winter,Standard,9.0,9.0,3262,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11563,2023-01-21,1900-01-01 08:30:04,3,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,1,21,5,1,1,8,Morning,Winter,Standard,12.0,12.0,4346,207261.64,4.476009934132383,46305,Small Order,Medium,1,12.0,0.0,Slightly Under
11592,2023-01-21,1900-01-01 08:42:56,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,8,Morning,Winter,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11594,2023-01-21,1900-01-01 08:49:29,3,5,Lower Manhattan,26,3.0,Coffee,Organic brewed coffee,Brazilian Rg,2023,1,21,5,1,1,8,Morning,Winter,Standard,9.0,9.0,4385,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11618,2023-01-21,1900-01-01 09:01:19,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,2023,1,21,5,1,1,9,Morning,Winter,Standard,11.25,11.25,4602,207261.64,4.476009934132383,46305,Small Order,Medium,1,11.25,0.0,Slightly Under
11629,2023-01-21,1900-01-01 09:05:45,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,21,5,1,1,9,Morning,Winter,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
11637,2023-01-21,1900-01-01 09:10:40,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,9,Morning,Winter,Premium,13.5,13.5,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,13.5,0.0,Slightly Under
11644,2023-01-21,1900-01-01 09:15:47,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,9,Morning,Winter,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
11657,2023-01-21,1900-01-01 09:21:37,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,1,21,5,1,1,9,Morning,Winter,Standard,10.5,10.5,4007,207261.64,4.476009934132383,46305,Small Order,Medium,1,10.5,0.0,Slightly Under
11668,2023-01-21,1900-01-01 09:27:50,3,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,1,21,5,1,1,9,Morning,Winter,Standard,11.25,11.25,4266,207261.64,4.476009934132383,46305,Small Order,Medium,1,11.25,0.0,Slightly Under
11672,2023-01-21,1900-01-01 09:30:13,2,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,21,5,1,1,9,Morning,Winter,Premium,8.5,8.5,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
11675,2023-01-21,1900-01-01 09:32:34,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,21,5,1,1,9,Morning,Winter,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
11689,2023-01-21,1900-01-01 09:39:17,3,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,1,21,5,1,1,9,Morning,Winter,Standard,10.5,10.5,4317,207261.64,4.476009934132383,46305,Small Order,Medium,1,10.5,0.0,Slightly Under
11702,2023-01-21,1900-01-01 09:46:06,3,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,1,21,5,1,1,9,Morning,Winter,Standard,9.0,9.0,4089,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11704,2023-01-21,1900-01-01 09:46:25,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,9,Morning,Winter,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
11735,2023-01-21,1900-01-01 10:00:31,2,8,Hell's Kitchen,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,1,21,5,1,1,10,Morning,Winter,Standard,8.0,8.0,4346,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.0,0.0,Slightly Under
11748,2023-01-21,1900-01-01 10:06:43,3,5,Lower Manhattan,60,3.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,2023,1,21,5,1,1,10,Morning,Winter,Standard,11.25,11.25,4329,207261.64,4.476009934132383,46305,Small Order,Medium,1,11.25,0.0,Slightly Under
11751,2023-01-21,1900-01-01 10:07:57,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,10,Morning,Winter,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
11754,2023-01-21,1900-01-01 10:11:08,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,21,5,1,1,10,Morning,Winter,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
11764,2023-01-21,1900-01-01 10:12:45,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,1,21,5,1,1,10,Morning,Winter,Standard,9.0,9.0,4220,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11766,2023-01-21,1900-01-01 10:13:21,3,5,Lower Manhattan,33,3.5,Coffee,Gourmet brewed coffee,Ethiopia Lg,2023,1,21,5,1,1,10,Morning,Winter,Standard,10.5,10.5,4227,207261.64,4.476009934132383,46305,Small Order,Medium,1,10.5,0.0,Slightly Under
11788,2023-01-21,1900-01-01 10:25:37,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,10,Morning,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
11789,2023-01-21,1900-01-01 10:26:16,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,21,5,1,1,10,Morning,Winter,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
11796,2023-01-21,1900-01-01 10:31:04,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,21,5,1,1,10,Morning,Winter,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
11799,2023-01-21,1900-01-01 10:34:18,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,21,5,1,1,10,Morning,Winter,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
11811,2023-01-21,1900-01-01 10:41:17,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,21,5,1,1,10,Morning,Winter,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
11814,2023-01-21,1900-01-01 10:42:03,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,21,5,1,1,10,Morning,Winter,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
11828,2023-01-21,1900-01-01 10:49:06,3,5,Lower Manhattan,51,3.0,Tea,Brewed Black tea,Earl Grey Lg,2023,1,21,5,1,1,10,Morning,Winter,Standard,9.0,9.0,4245,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11841,2023-01-21,1900-01-01 10:58:12,3,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,10,Morning,Winter,Premium,13.5,13.5,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,13.5,0.0,Slightly Under
11845,2023-01-21,1900-01-01 11:10:22,3,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,1,21,5,1,1,11,Morning,Winter,Standard,7.649999999999999,7.649999999999999,4171,207261.64,4.476009934132383,46305,Small Order,Medium,3,7.649999999999986,1.2434497875801753e-14,Slightly Over
11857,2023-01-21,1900-01-01 11:53:49,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,11,Morning,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
11863,2023-01-21,1900-01-01 12:07:14,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,12,Morning,Winter,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
11870,2023-01-21,1900-01-01 12:27:13,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,21,5,1,1,12,Morning,Winter,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
11890,2023-01-21,1900-01-01 13:00:14,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,13,Afternoon,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
11903,2023-01-21,1900-01-01 13:29:24,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,21,5,1,1,13,Afternoon,Winter,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
11911,2023-01-21,1900-01-01 13:51:21,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,13,Afternoon,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
11922,2023-01-21,1900-01-01 14:22:15,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,14,Afternoon,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
11945,2023-01-21,1900-01-01 15:15:57,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,15,Afternoon,Winter,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
11954,2023-01-21,1900-01-01 15:40:56,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,2023,1,21,5,1,1,15,Afternoon,Winter,Standard,11.25,11.25,4602,207261.64,4.476009934132383,46305,Small Order,Medium,1,11.25,0.0,Slightly Under
11964,2023-01-21,1900-01-01 16:07:28,3,5,Lower Manhattan,35,3.1,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,2023,1,21,5,1,1,16,Afternoon,Winter,Standard,9.3,9.3,4018,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.299999999999981,1.9539925233402755e-14,Slightly Over
11972,2023-01-21,1900-01-01 16:33:35,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,21,5,1,1,16,Afternoon,Winter,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
11987,2023-01-21,1900-01-01 17:08:05,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,17,Afternoon,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
11989,2023-01-21,1900-01-01 17:08:32,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,17,Afternoon,Winter,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
12003,2023-01-21,1900-01-01 17:42:16,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,17,Afternoon,Winter,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
12006,2023-01-21,1900-01-01 17:54:47,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,21,5,1,1,17,Afternoon,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
12015,2023-01-21,1900-01-01 18:22:37,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,21,5,1,1,18,Afternoon,Winter,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
12062,2023-01-22,1900-01-01 06:05:10,3,5,Lower Manhattan,87,3.0,Coffee,Barista Espresso,Ouro Brasileiro shot,2023,1,22,6,1,1,6,Early Morning,Winter,Standard,9.0,9.0,3262,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12067,2023-01-22,1900-01-01 06:31:58,3,5,Lower Manhattan,38,3.75,Coffee,Barista Espresso,Latte,2023,1,22,6,1,1,6,Early Morning,Winter,Standard,11.25,11.25,4602,207261.64,4.476009934132383,46305,Small Order,Medium,1,11.25,0.0,Slightly Under
12075,2023-01-22,1900-01-01 06:42:28,2,8,Hell's Kitchen,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,22,6,1,1,6,Early Morning,Winter,Premium,8.5,8.5,4143,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
12079,2023-01-22,1900-01-01 06:44:50,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,22,6,1,1,6,Early Morning,Winter,Premium,12.75,12.75,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,12.75,0.0,Slightly Under
12088,2023-01-22,1900-01-01 07:00:20,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,1,22,6,1,1,7,Morning,Winter,Standard,9.0,9.0,4220,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12096,2023-01-22,1900-01-01 07:09:28,3,5,Lower Manhattan,49,3.0,Tea,Brewed Black tea,English Breakfast Lg,2023,1,22,6,1,1,7,Morning,Winter,Standard,9.0,9.0,4309,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12123,2023-01-22,1900-01-01 07:42:51,2,8,Hell's Kitchen,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,22,6,1,1,7,Morning,Winter,Premium,9.5,9.5,4453,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.5,0.0,Slightly Under
12125,2023-01-22,1900-01-01 07:48:32,3,5,Lower Manhattan,40,3.75,Coffee,Barista Espresso,Cappuccino,2023,1,22,6,1,1,7,Morning,Winter,Standard,11.25,11.25,4266,207261.64,4.476009934132383,46305,Small Order,Medium,1,11.25,0.0,Slightly Under
12129,2023-01-22,1900-01-01 07:56:11,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,22,6,1,1,7,Morning,Winter,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
12154,2023-01-22,1900-01-01 08:24:17,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,22,6,1,1,8,Morning,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
12177,2023-01-22,1900-01-01 08:54:14,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,22,6,1,1,8,Morning,Winter,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12185,2023-01-22,1900-01-01 09:02:12,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,22,6,1,1,9,Morning,Winter,Premium,12.75,12.75,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,12.75,0.0,Slightly Under
12188,2023-01-22,1900-01-01 09:04:57,3,5,Lower Manhattan,58,3.5,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,2023,1,22,6,1,1,9,Morning,Winter,Standard,10.5,10.5,4007,207261.64,4.476009934132383,46305,Small Order,Medium,1,10.5,0.0,Slightly Under
12194,2023-01-22,1900-01-01 09:13:30,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,22,6,1,1,9,Morning,Winter,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
12206,2023-01-22,1900-01-01 09:25:09,3,5,Lower Manhattan,53,3.0,Tea,Brewed Chai tea,Traditional Blend Chai Lg,2023,1,22,6,1,1,9,Morning,Winter,Standard,9.0,9.0,4174,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12211,2023-01-22,1900-01-01 09:32:30,2,3,Astoria,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,22,6,1,1,9,Morning,Winter,Premium,8.5,8.5,4497,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
12216,2023-01-22,1900-01-01 09:39:08,3,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,1,22,6,1,1,9,Morning,Winter,Standard,10.5,10.5,4317,207261.64,4.476009934132383,46305,Small Order,Medium,1,10.5,0.0,Slightly Under
12233,2023-01-22,1900-01-01 10:00:13,3,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,1,22,6,1,1,10,Morning,Winter,Standard,9.0,9.0,4089,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12240,2023-01-22,1900-01-01 10:06:34,2,5,Lower Manhattan,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,22,6,1,1,10,Morning,Winter,Premium,9.0,9.0,4668,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12257,2023-01-22,1900-01-01 10:29:54,2,3,Astoria,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,22,6,1,1,10,Morning,Winter,Premium,9.0,9.0,4668,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.0,0.0,Slightly Under
12275,2023-01-22,1900-01-01 10:51:29,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,1,22,6,1,1,10,Morning,Winter,Standard,8.0,8.0,4346,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.0,0.0,Slightly Under
12279,2023-01-22,1900-01-01 10:54:24,3,5,Lower Manhattan,30,3.0,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,2023,1,22,6,1,1,10,Morning,Winter,Standard,9.0,9.0,4195,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12285,2023-01-22,1900-01-01 11:03:03,2,8,Hell's Kitchen,59,4.5,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,2023,1,22,6,1,1,11,Morning,Winter,Premium,9.0,9.0,4668,209773.95,4.262485268419556,49214,Small Order,Medium,1,9.0,0.0,Slightly Under
12291,2023-01-22,1900-01-01 11:18:13,2,8,Hell's Kitchen,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,22,6,1,1,11,Morning,Winter,Premium,8.5,8.5,4497,209773.95,4.262485268419556,49214,Small Order,Medium,1,8.5,0.0,Slightly Under
12296,2023-01-22,1900-01-01 11:27:01,3,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,1,22,6,1,1,11,Morning,Winter,Standard,7.649999999999999,7.649999999999999,4171,207261.64,4.476009934132383,46305,Small Order,Medium,3,7.649999999999986,1.2434497875801753e-14,Slightly Over
12307,2023-01-22,1900-01-01 11:40:02,2,3,Astoria,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,22,6,1,1,11,Morning,Winter,Premium,8.5,8.5,4143,212284.0,4.300380844340005,49364,Small Order,Medium,1,8.5,0.0,Slightly Under
12311,2023-01-22,1900-01-01 11:46:45,3,5,Lower Manhattan,56,2.55,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,2023,1,22,6,1,1,11,Morning,Winter,Standard,7.649999999999999,7.649999999999999,4171,207261.64,4.476009934132383,46305,Small Order,Medium,3,7.649999999999986,1.2434497875801753e-14,Slightly Over
12330,2023-01-22,1900-01-01 12:13:23,3,5,Lower Manhattan,27,3.5,Coffee,Organic brewed coffee,Brazilian Lg,2023,1,22,6,1,1,12,Morning,Winter,Standard,10.5,10.5,4317,207261.64,4.476009934132383,46305,Small Order,Medium,1,10.5,0.0,Slightly Under
12350,2023-01-22,1900-01-01 12:45:16,3,5,Lower Manhattan,39,4.25,Coffee,Barista Espresso,Latte Rg,2023,1,22,6,1,1,12,Morning,Winter,Premium,12.75,12.75,4497,207261.64,4.476009934132383,46305,Small Order,Medium,1,12.75,0.0,Slightly Under
12353,2023-01-22,1900-01-01 12:45:51,2,5,Lower Manhattan,41,4.25,Coffee,Barista Espresso,Cappuccino Lg,2023,1,22,6,1,1,12,Morning,Winter,Premium,8.5,8.5,4143,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.5,0.0,Slightly Under
12364,2023-01-22,1900-01-01 13:15:55,3,5,Lower Manhattan,47,3.0,Tea,Brewed Green tea,Serenity Green Tea Lg,2023,1,22,6,1,1,13,Afternoon,Winter,Standard,9.0,9.0,4220,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12369,2023-01-22,1900-01-01 13:21:16,2,5,Lower Manhattan,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,22,6,1,1,13,Afternoon,Winter,Premium,9.5,9.5,4453,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.5,0.0,Slightly Under
12375,2023-01-22,1900-01-01 13:34:36,2,3,Astoria,61,4.75,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,2023,1,22,6,1,1,13,Afternoon,Winter,Premium,9.5,9.5,4453,212284.0,4.300380844340005,49364,Small Order,Medium,1,9.5,0.0,Slightly Under
12376,2023-01-22,1900-01-01 13:40:11,3,5,Lower Manhattan,43,3.0,Tea,Brewed herbal tea,Lemon Grass Lg,2023,1,22,6,1,1,13,Afternoon,Winter,Standard,9.0,9.0,4089,207261.64,4.476009934132383,46305,Small Order,Medium,1,9.0,0.0,Slightly Under
12383,2023-01-22,1900-01-01 13:51:17,2,5,Lower Manhattan,55,4.0,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,2023,1,22,6,1,1,13,Afternoon,Winter,Standard,8.0,8.0,4346,207261.64,4.476009934132383,46305,Small Order,Medium,1,8.0,0.0,Slightly Under
